Run_Id,Time,Nsec,Time2,Date,Year,Mon,Day,Hour,Min,Sec,Dur,Dur_Day,Dur_Hour,Dur_Min,Dur_Sec,Size,IPV6_Flag,IP,SSL_Flag,Sha1,User_Id,User_Login,User_Name,User_Inv,User_Ban,User_Lock,Prob,Variant,Lang,Content_Type,Stat_Short,Status,Score,Score_Adj,Test,Import_Flag,Hidden_Flag,RO_Flag,Locale_Id,Pages,Judge_Id,
0,1576082925,486725000,20191211194845,20191211,2019,12,11,19,48,45,0,0,0,0,0,284,0,95.143.216.192,0,69be0e94905abb93f496da6e82e03c5b0f1f4fc2,9755,Yozh4,,I,,,D-DPQE,1,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
1,1576082925,676020000,20191211194845,20191211,2019,12,11,19,48,45,0,0,0,0,0,229,0,95.143.216.192,0,0ebbc95dd197fbe2028fd32c1fad0c0bbbedebd0,9755,Yozh4,,I,,,D-DPQE,2,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
2,1576082925,861667000,20191211194845,20191211,2019,12,11,19,48,45,0,0,0,0,0,428,0,95.143.216.192,0,8ad1dabc291bde3b5b826185b3ad98b1ac8cc8aa,9755,Yozh4,,I,,,D-DPQE,3,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
3,1576082926,34037000,20191211194846,20191211,2019,12,11,19,48,46,0,0,0,0,0,332,0,95.143.216.192,0,3b0c7e02c232c3f44e3b77680d5b376f77afb9ef,9755,Yozh4,,I,,,D-DPQE,4,gcc-vg,,PT,Partial solution,1,0,1,1,0,1,0,0,0,0
4,1576082926,240328000,20191211194846,20191211,2019,12,11,19,48,46,0,0,0,0,0,252,0,95.143.216.192,0,3effea4b8adf53429c39e8d188ddd9ace7691f2c,9755,Yozh4,,I,,,D-DPQE,5,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
5,1576082926,490011000,20191211194846,20191211,2019,12,11,19,48,46,0,0,0,0,0,370,0,95.143.216.192,0,6293fe553b1acede5fef1f5271e982c579c2500e,9755,Yozh4,,I,,,D-DPQE,6,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
6,1576082926,716041000,20191211194846,20191211,2019,12,11,19,48,46,0,0,0,0,0,327,0,95.143.216.192,0,d7ad04e8952506666bad4aa4a94af92aa5ed4d2d,9755,Yozh4,,I,,,D-DPQE,7,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
7,1576083161,762785000,20191211195241,20191211,2019,12,11,19,52,41,0,0,0,0,0,284,0,95.143.216.192,0,69be0e94905abb93f496da6e82e03c5b0f1f4fc2,9755,Yozh4,,I,,,D-DPQE,1,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
8,1576083161,939713000,20191211195241,20191211,2019,12,11,19,52,41,0,0,0,0,0,229,0,95.143.216.192,0,0ebbc95dd197fbe2028fd32c1fad0c0bbbedebd0,9755,Yozh4,,I,,,D-DPQE,2,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
9,1576083162,95898000,20191211195242,20191211,2019,12,11,19,52,42,0,0,0,0,0,428,0,95.143.216.192,0,8ad1dabc291bde3b5b826185b3ad98b1ac8cc8aa,9755,Yozh4,,I,,,D-DPQE,3,gcc-vg,,CE,Compilation error,-1,0,0,1,0,1,0,0,0,0
10,1576083162,261439000,20191211195242,20191211,2019,12,11,19,52,42,0,0,0,0,0,332,0,95.143.216.192,0,3b0c7e02c232c3f44e3b77680d5b376f77afb9ef,9755,Yozh4,,I,,,D-DPQE,4,gcc-vg,,PT,Partial solution,1,0,1,1,0,1,0,0,0,0
11,1576083162,466064000,20191211195242,20191211,2019,12,11,19,52,42,0,0,0,0,0,252,0,95.143.216.192,0,3effea4b8adf53429c39e8d188ddd9ace7691f2c,9755,Yozh4,,I,,,D-DPQE,5,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
12,1576083162,697121000,20191211195242,20191211,2019,12,11,19,52,42,0,0,0,0,0,370,0,95.143.216.192,0,6293fe553b1acede5fef1f5271e982c579c2500e,9755,Yozh4,,I,,,D-DPQE,6,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
13,1576083162,947773000,20191211195242,20191211,2019,12,11,19,52,42,0,0,0,0,0,327,0,95.143.216.192,0,d7ad04e8952506666bad4aa4a94af92aa5ed4d2d,9755,Yozh4,,I,,,D-DPQE,7,gcc-vg,,CF,Check failed,-1,0,0,1,0,1,0,0,0,0
14,1576087452,897053000,20191211210412,20191211,2019,12,11,21,4,12,0,0,0,0,0,229,0,95.143.216.192,0,0ebbc95dd197fbe2028fd32c1fad0c0bbbedebd0,9755,Yozh4,,I,,,D-DPQE,1,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
15,1576087453,314621000,20191211210413,20191211,2019,12,11,21,4,13,0,0,0,0,0,503,0,95.143.216.192,0,ca233b1b2c2cdd21fcf4a3d9649591b666f8a3a9,9755,Yozh4,,I,,,D-DPQE,2,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
16,1576087453,566589000,20191211210413,20191211,2019,12,11,21,4,13,0,0,0,0,0,1387,0,95.143.216.192,0,b1e8a88def91baa7ee68c1d4845e6d0451dc3e68,9755,Yozh4,,I,,,D-DPQE,3,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
17,1576087453,825459000,20191211210413,20191211,2019,12,11,21,4,13,0,0,0,0,0,1416,0,95.143.216.192,0,d8942b4efc9cb2fcc0afbe38306508ffb7998557,9755,Yozh4,,I,,,D-DPQE,4,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
18,1576087478,197952000,20191211210438,20191211,2019,12,11,21,4,38,0,0,0,0,0,498,0,95.143.216.192,0,1ec7c089b0d145b97dad1731bcea944061c8c73a,9755,Yozh4,,I,,,E-DPQE,1,gcc-vg,,OK,OK,80,0,5,1,0,1,0,0,0,0
19,1576087478,395429000,20191211210438,20191211,2019,12,11,21,4,38,0,0,0,0,0,205,0,95.143.216.192,0,fbf3a92c4d14c3fa61ed3e62755a7576837cc1e8,9755,Yozh4,,I,,,E-DPQE,2,gcc-vg,,OK,OK,80,0,5,1,0,1,0,0,0,0
20,1576087478,634935000,20191211210438,20191211,2019,12,11,21,4,38,0,0,0,0,0,625,0,95.143.216.192,0,127a1548acff108131b12f7e6a47628a4c04b39c,9755,Yozh4,,I,,,E-DPQE,3,gcc-vg,,OK,OK,80,0,5,1,0,1,0,0,0,0
21,1576087478,829587000,20191211210438,20191211,2019,12,11,21,4,38,0,0,0,0,0,283,0,95.143.216.192,0,771ff767ff8d4007ceb29c2f530d36deec8b93b4,9755,Yozh4,,I,,,E-DPQE,4,gcc-vg,,OK,OK,80,0,5,1,0,1,0,0,0,0
22,1576087512,80882000,20191211210512,20191211,2019,12,11,21,5,12,0,0,0,0,0,248,0,95.143.216.192,0,1f7add65b48e20d910591a0e46bf4b2b6c2f22d6,9755,Yozh4,,I,,,E_mem-DPQE,1,gcc-vg,,OK,OK,90,0,5,1,0,1,0,0,0,0
23,1576087512,332576000,20191211210512,20191211,2019,12,11,21,5,12,0,0,0,0,0,556,0,95.143.216.192,0,f5f2bd72cf40ca18ccaf431be1ab93ca2f756030,9755,Yozh4,,I,,,E_mem-DPQE,2,gcc-vg,,OK,OK,90,0,5,1,0,1,0,0,0,0
24,1576087512,599931000,20191211210512,20191211,2019,12,11,21,5,12,0,0,0,0,0,310,0,95.143.216.192,0,70394bad312f1a3a5422e97e2553724c303c1518,9755,Yozh4,,I,,,E_mem-DPQE,3,gcc-vg,,OK,OK,90,0,5,1,0,1,0,0,0,0
25,1576087512,856375000,20191211210512,20191211,2019,12,11,21,5,12,0,0,0,0,0,957,0,95.143.216.192,0,f804f7c15843d68437e47e97f8c79c6e0016f726,9755,Yozh4,,I,,,E_mem-DPQE,4,gcc-vg,,OK,OK,90,0,5,1,0,1,0,0,0,0
26,1576087614,787375000,20191211210654,20191211,2019,12,11,21,6,54,0,0,0,0,0,657,0,95.143.216.192,0,5409721fb69dde89fa03b79ef6e537c3387a70fb,9755,Yozh4,,I,,,F-DPQE,1,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
27,1576087614,963339000,20191211210654,20191211,2019,12,11,21,6,54,0,0,0,0,0,901,0,95.143.216.192,0,a55f7a6ca6e37806e9d3446f87c38dd31c33c133,9755,Yozh4,,I,,,F-DPQE,2,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
28,1576087615,297762000,20191211210655,20191211,2019,12,11,21,6,55,0,0,0,0,0,1295,0,95.143.216.192,0,7970175181344f7274eb59f64a4b25ba306bc3ff,9755,Yozh4,,I,,,F-DPQE,3,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
29,1576087616,10147000,20191211210656,20191211,2019,12,11,21,6,56,0,0,0,0,0,987,0,95.143.216.192,0,ac9c359f869331897d4bc4cdf742ab1c7041c26e,9755,Yozh4,,I,,,F-DPQE,4,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
30,1576087616,694878000,20191211210656,20191211,2019,12,11,21,6,56,0,0,0,0,0,1544,0,95.143.216.192,0,e497209e899e8caa62bc3eac9764f9c2d4148c58,9755,Yozh4,,I,,,F-DPQE,5,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
31,1576087617,732949000,20191211210657,20191211,2019,12,11,21,6,57,0,0,0,0,0,1037,0,95.143.216.192,0,6227b5f0d2be0d13b6fd8fad3da9652d2e9a63e9,9755,Yozh4,,I,,,F-DPQE,6,gcc-vg,,OK,OK,60,0,7,1,0,1,0,0,0,0
32,1576087654,333930000,20191211210734,20191211,2019,12,11,21,7,34,0,0,0,0,0,1956,0,95.143.216.192,0,a5adee29a5bd713f85dde0cde491c6065a35e1fc,9755,Yozh4,,I,,,G-DPQE,1,gcc-vg,,OK,OK,70,0,4,1,0,1,0,0,0,0
33,1576087654,773532000,20191211210734,20191211,2019,12,11,21,7,34,0,0,0,0,0,2005,0,95.143.216.192,0,f4ed85bfa41ac7dc1fea2e92ba09b79b05fcfa5e,9755,Yozh4,,I,,,G-DPQE,2,gcc-vg,,OK,OK,70,0,4,1,0,1,0,0,0,0
34,1576087655,433358000,20191211210735,20191211,2019,12,11,21,7,35,0,0,0,0,0,1936,0,95.143.216.192,0,eb29ddb70cd5c8267ad23296c79c3388d7a52620,9755,Yozh4,,I,,,G-DPQE,3,gcc-vg,,OK,OK,70,0,4,1,0,1,0,0,0,0
35,1576087656,313345000,20191211210736,20191211,2019,12,11,21,7,36,0,0,0,0,0,1999,0,95.143.216.192,0,2f8dfd3d2a7aa408d43b27dd704e91428693db1b,9755,Yozh4,,I,,,G-DPQE,4,gcc-vg,,OK,OK,70,0,4,1,0,1,0,0,0,0
36,1576087656,515195000,20191211210736,20191211,2019,12,11,21,7,36,0,0,0,0,0,2007,0,95.143.216.192,0,de3880b7650789da4e643be15ad652691a980c83,9755,Yozh4,,I,,,G-DPQE,5,gcc-vg,,OK,OK,70,0,4,1,0,1,0,0,0,0
37,1576087782,354195000,20191211210942,20191211,2019,12,11,21,9,42,0,0,0,0,0,2053,0,95.143.216.192,0,470d43eb35612703cb5e9518be7137f9e2333392,9755,Yozh4,,I,,,Cmem-DPQE,1,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
38,1576087784,65876000,20191211210944,20191211,2019,12,11,21,9,44,0,0,0,0,0,2116,0,95.143.216.192,0,eec804e7fee29c5203946f880f3f23754fc438ea,9755,Yozh4,,I,,,Cmem-DPQE,2,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
39,1576087785,51738000,20191211210945,20191211,2019,12,11,21,9,45,0,0,0,0,0,2091,0,95.143.216.192,0,9e09b0d5962e510169a8e9d87ecc3aa3fcab35aa,9755,Yozh4,,I,,,Cmem-DPQE,3,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
40,1576087787,595776000,20191211210947,20191211,2019,12,11,21,9,47,0,0,0,0,0,2091,0,95.143.216.192,0,6abdcdd37ee08d772c832e508fd1159377f5265f,9755,Yozh4,,I,,,Cmem-DPQE,4,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
41,1576087789,148587000,20191211210949,20191211,2019,12,11,21,9,49,0,0,0,0,0,2113,0,95.143.216.192,0,455ed5c9cad64b9e4dd8ae9a6514f177586ea6c6,9755,Yozh4,,I,,,Cmem-DPQE,5,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
42,1576087789,844994000,20191211210949,20191211,2019,12,11,21,9,49,0,0,0,0,0,2089,0,95.143.216.192,0,6cf6a8698425e9bf1209fb45f49563db3725e6bd,9755,Yozh4,,I,,,Cmem-DPQE,6,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
43,1576087790,333806000,20191211210950,20191211,2019,12,11,21,9,50,0,0,0,0,0,2089,0,95.143.216.192,0,ffd6e9154ea7685d683013ac603d24055235e144,9755,Yozh4,,I,,,Cmem-DPQE,7,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
44,1576087790,694816000,20191211210950,20191211,2019,12,11,21,9,50,0,0,0,0,0,2101,0,95.143.216.192,0,b405ff3aab90496b29a28a2c6c665171b8ac5b37,9755,Yozh4,,I,,,Cmem-DPQE,8,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
45,1576087791,265271000,20191211210951,20191211,2019,12,11,21,9,51,0,0,0,0,0,2077,0,95.143.216.192,0,8399796aec0fbdc63a6d2327e9bc1c6609be0d34,9755,Yozh4,,I,,,Cmem-DPQE,9,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
46,1576087792,487360000,20191211210952,20191211,2019,12,11,21,9,52,0,0,0,0,0,2077,0,95.143.216.192,0,66fe818bcda4f232aee4c6fdde1ed5e777bbc8d6,9755,Yozh4,,I,,,Cmem-DPQE,10,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
47,1576087793,237229000,20191211210953,20191211,2019,12,11,21,9,53,0,0,0,0,0,2074,0,95.143.216.192,0,b0381bf9420319a80915bc266710d876f6bba79e,9755,Yozh4,,I,,,Cmem-DPQE,11,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
48,1576087795,74028000,20191211210955,20191211,2019,12,11,21,9,55,0,0,0,0,0,2074,0,95.143.216.192,0,ab3bdc9f1e5043832c110d1a638ce6cde39a62ff,9755,Yozh4,,I,,,Cmem-DPQE,12,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
49,1576087795,950096000,20191211210955,20191211,2019,12,11,21,9,55,0,0,0,0,0,2038,0,95.143.216.192,0,16b5babe1d061ccd14d489e24e53bb41cc7d8e64,9755,Yozh4,,I,,,Cmem-DPQE,13,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
50,1576087796,785240000,20191211210956,20191211,2019,12,11,21,9,56,0,0,0,0,0,2044,0,95.143.216.192,0,df17e84b2cb5b5de3831e35407a80c9f20bee0fa,9755,Yozh4,,I,,,Cmem-DPQE,14,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
51,1576087797,285169000,20191211210957,20191211,2019,12,11,21,9,57,0,0,0,0,0,2043,0,95.143.216.192,0,1345bb6d018068355ff829424ce766826e1aca08,9755,Yozh4,,I,,,Cmem-DPQE,15,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
52,1576087797,964015000,20191211210957,20191211,2019,12,11,21,9,57,0,0,0,0,0,2080,0,95.143.216.192,0,96729203878d313b496ad537eb3d1f27632c7099,9755,Yozh4,,I,,,Cmem-DPQE,16,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
53,1576087798,802123000,20191211210958,20191211,2019,12,11,21,9,58,0,0,0,0,0,2053,0,95.143.216.192,0,bc5b8b203b2abc299d4b582be83781e5ddf1f13d,9755,Yozh4,,I,,,Cmem-DPQE,17,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
54,1576088151,25581000,20191211211551,20191211,2019,12,11,21,15,51,0,0,0,0,0,2003,0,95.143.216.192,0,0331175220cd1772fd43870d4bfc8fd0726c8155,9755,Yozh4,,I,,,C-DPQE,1,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
55,1576088151,239928000,20191211211551,20191211,2019,12,11,21,15,51,0,0,0,0,0,2034,0,95.143.216.192,0,b5fcd49ea23f7aee9fc2b6c9639e34c93b082da0,9755,Yozh4,,I,,,C-DPQE,2,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
56,1576088151,416629000,20191211211551,20191211,2019,12,11,21,15,51,0,0,0,0,0,2003,0,95.143.216.192,0,169a6cc8b4ab41666261a081c6309d314ae142f9,9755,Yozh4,,I,,,C-DPQE,3,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
57,1576088151,597951000,20191211211551,20191211,2019,12,11,21,15,51,0,0,0,0,0,2034,0,95.143.216.192,0,07a40fef713e4a9859d21cf024144939cf4b8567,9755,Yozh4,,I,,,C-DPQE,4,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
58,1576088151,780488000,20191211211551,20191211,2019,12,11,21,15,51,0,0,0,0,0,2015,0,95.143.216.192,0,9770fc0802eb8a701fb8467d1e38517acc5c418c,9755,Yozh4,,I,,,C-DPQE,5,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
59,1576088152,34563000,20191211211552,20191211,2019,12,11,21,15,52,0,0,0,0,0,2046,0,95.143.216.192,0,0a84974c9d128ac49bbce8f94a1047a86c3e8f87,9755,Yozh4,,I,,,C-DPQE,6,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
60,1576088152,232646000,20191211211552,20191211,2019,12,11,21,15,52,0,0,0,0,0,1991,0,95.143.216.192,0,5ad1ef4ea0c54b5204ed6224be6a192b558d83af,9755,Yozh4,,I,,,C-DPQE,7,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
61,1576088152,402916000,20191211211552,20191211,2019,12,11,21,15,52,0,0,0,0,0,2022,0,95.143.216.192,0,2ccb1a50efc0fc4976df49d9e4df4d3b45502729,9755,Yozh4,,I,,,C-DPQE,8,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
62,1576088152,897406000,20191211211552,20191211,2019,12,11,21,15,52,0,0,0,0,0,1991,0,95.143.216.192,0,bc008c5baf7c80fab3b8296b46ea9a5c6b8302c8,9755,Yozh4,,I,,,C-DPQE,9,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
63,1576088153,117441000,20191211211553,20191211,2019,12,11,21,15,53,0,0,0,0,0,2022,0,95.143.216.192,0,013e1b43f647420a185447421a9676cd69fdec61,9755,Yozh4,,I,,,C-DPQE,10,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
64,1576088153,317060000,20191211211553,20191211,2019,12,11,21,15,53,0,0,0,0,0,1988,0,95.143.216.192,0,dba8cc6ff30a81fa7de541fd8511b08c025224fc,9755,Yozh4,,I,,,C-DPQE,11,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
65,1576088153,574653000,20191211211553,20191211,2019,12,11,21,15,53,0,0,0,0,0,2019,0,95.143.216.192,0,d085a9f4a8b423c0fb2a3094d33861825381fc62,9755,Yozh4,,I,,,C-DPQE,12,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
66,1576088153,744475000,20191211211553,20191211,2019,12,11,21,15,53,0,0,0,0,0,1988,0,95.143.216.192,0,ccb9f7e16b98f63b3c0889aa793b4198008b648c,9755,Yozh4,,I,,,C-DPQE,13,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
67,1576088153,936611000,20191211211553,20191211,2019,12,11,21,15,53,0,0,0,0,0,2019,0,95.143.216.192,0,205610cb83511792e88265b429c8d1a6ad532655,9755,Yozh4,,I,,,C-DPQE,14,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
68,1576088154,279952000,20191211211554,20191211,2019,12,11,21,15,54,0,0,0,0,0,1952,0,95.143.216.192,0,ba9d2dac338558ee0b39b811e13d3d3f559adf00,9755,Yozh4,,I,,,C-DPQE,15,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
69,1576088154,495451000,20191211211554,20191211,2019,12,11,21,15,54,0,0,0,0,0,1983,0,95.143.216.192,0,13364777a80f0511f96e4df8dd875fcda040b926,9755,Yozh4,,I,,,C-DPQE,16,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
70,1576088154,753498000,20191211211554,20191211,2019,12,11,21,15,54,0,0,0,0,0,1958,0,95.143.216.192,0,c04dbdf95d30fa538d2088fce46c941c25a67b02,9755,Yozh4,,I,,,C-DPQE,17,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
71,1576088154,944271000,20191211211554,20191211,2019,12,11,21,15,54,0,0,0,0,0,1989,0,95.143.216.192,0,8960c7decf10538ec0071629f08eab08b0a76969,9755,Yozh4,,I,,,C-DPQE,18,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
72,1576088155,206792000,20191211211555,20191211,2019,12,11,21,15,55,0,0,0,0,0,1957,0,95.143.216.192,0,bfddd70de7b7babe3a128239ce593a07050e29c3,9755,Yozh4,,I,,,C-DPQE,19,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
73,1576088155,440583000,20191211211555,20191211,2019,12,11,21,15,55,0,0,0,0,0,1988,0,95.143.216.192,0,2247117390855405ab884aaa1e68eed61d5f8256,9755,Yozh4,,I,,,C-DPQE,20,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
74,1576088155,653937000,20191211211555,20191211,2019,12,11,21,15,55,0,0,0,0,0,1994,0,95.143.216.192,0,c3725f5f1ab4af4106e510c5787a17d995dc732b,9755,Yozh4,,I,,,C-DPQE,21,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
75,1576088155,874847000,20191211211555,20191211,2019,12,11,21,15,55,0,0,0,0,0,2025,0,95.143.216.192,0,8175a6a28bd963a241e19f328b9216e8cfee42ff,9755,Yozh4,,I,,,C-DPQE,22,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
76,1576088156,142417000,20191211211556,20191211,2019,12,11,21,15,56,0,0,0,0,0,1967,0,95.143.216.192,0,816d04b2570f6f2b9d7debb7cb39ef680fd6e08f,9755,Yozh4,,I,,,C-DPQE,23,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
77,1576088156,311822000,20191211211556,20191211,2019,12,11,21,15,56,0,0,0,0,0,1998,0,95.143.216.192,0,3e8bfeba47b4410194952f601f51915267012320,9755,Yozh4,,I,,,C-DPQE,24,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
78,1576088156,514100000,20191211211556,20191211,2019,12,11,21,15,56,0,0,0,0,0,1967,0,95.143.216.192,0,94f7702247561e019c382c797b9696c7d1dc8549,9755,Yozh4,,I,,,C-DPQE,25,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
79,1576088156,715654000,20191211211556,20191211,2019,12,11,21,15,56,0,0,0,0,0,1998,0,95.143.216.192,0,aa9caaadeb280b8256484791f7fe3d225809e510,9755,Yozh4,,I,,,C-DPQE,26,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
80,1576088157,472967000,20191211211557,20191211,2019,12,11,21,15,57,0,0,0,0,0,2030,0,95.143.216.192,0,7bf6cd158bec9894f7a73a6143d178c4918d2792,9755,Yozh4,,I,,,C-DPQE,27,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
81,1576088157,638449000,20191211211557,20191211,2019,12,11,21,15,57,0,0,0,0,0,2061,0,95.143.216.192,0,d8681c5e5a07e263ccb1bb219048ffe5c16ec1e9,9755,Yozh4,,I,,,C-DPQE,28,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
82,1576088158,46073000,20191211211558,20191211,2019,12,11,21,15,58,0,0,0,0,0,2005,0,95.143.216.192,0,b146e7d2d289bff6defdb1dd73db301b85bded53,9755,Yozh4,,I,,,C-DPQE,29,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
83,1576088158,304788000,20191211211558,20191211,2019,12,11,21,15,58,0,0,0,0,0,2036,0,95.143.216.192,0,7d359c6a5d6c92fa526cb191bec9b04479b6a924,9755,Yozh4,,I,,,C-DPQE,30,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
84,1576088158,533286000,20191211211558,20191211,2019,12,11,21,15,58,0,0,0,0,0,2005,0,95.143.216.192,0,0fc278f1ad70be419b7f2242b14d5e47f2e910c0,9755,Yozh4,,I,,,C-DPQE,31,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
85,1576088158,718352000,20191211211558,20191211,2019,12,11,21,15,58,0,0,0,0,0,2036,0,95.143.216.192,0,1964e18d310e5a887ff2c823e99b071fcccb27ab,9755,Yozh4,,I,,,C-DPQE,32,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
86,1576088158,962625000,20191211211558,20191211,2019,12,11,21,15,58,0,0,0,0,0,2027,0,95.143.216.192,0,af4806d8f2fd4edb1b01dd5a135dbba7e234a5ee,9755,Yozh4,,I,,,C-DPQE,33,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
87,1576088159,228104000,20191211211559,20191211,2019,12,11,21,15,59,0,0,0,0,0,2058,0,95.143.216.192,0,0db8d113ed3361e5e141435674ae7506b5acbe27,9755,Yozh4,,I,,,C-DPQE,34,gcc-vg,,OK,OK,30,0,13,1,0,1,0,0,0,0
88,1576104426,118977000,20191212014706,20191212,2019,12,12,1,47,6,0,0,0,0,0,229,0,95.143.216.192,0,0ebbc95dd197fbe2028fd32c1fad0c0bbbedebd0,9755,Yozh4,,I,,,D-DPQE,1,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
89,1576104426,417508000,20191212014706,20191212,2019,12,12,1,47,6,0,0,0,0,0,503,0,95.143.216.192,0,ca233b1b2c2cdd21fcf4a3d9649591b666f8a3a9,9755,Yozh4,,I,,,D-DPQE,2,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
90,1576104426,832300000,20191212014706,20191212,2019,12,12,1,47,6,0,0,0,0,0,1387,0,95.143.216.192,0,b1e8a88def91baa7ee68c1d4845e6d0451dc3e68,9755,Yozh4,,I,,,D-DPQE,3,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
91,1576104427,127193000,20191212014707,20191212,2019,12,12,1,47,7,0,0,0,0,0,1416,0,95.143.216.192,0,d8942b4efc9cb2fcc0afbe38306508ffb7998557,9755,Yozh4,,I,,,D-DPQE,4,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
92,1576104547,758319000,20191212014907,20191212,2019,12,12,1,49,7,0,0,0,0,0,229,0,95.143.216.192,0,0ebbc95dd197fbe2028fd32c1fad0c0bbbedebd0,9755,Yozh4,,I,,,D-DPQE,1,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
93,1576104547,942904000,20191212014907,20191212,2019,12,12,1,49,7,0,0,0,0,0,503,0,95.143.216.192,0,ca233b1b2c2cdd21fcf4a3d9649591b666f8a3a9,9755,Yozh4,,I,,,D-DPQE,2,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
94,1576104548,140903000,20191212014908,20191212,2019,12,12,1,49,8,0,0,0,0,0,1387,0,95.143.216.192,0,b1e8a88def91baa7ee68c1d4845e6d0451dc3e68,9755,Yozh4,,I,,,D-DPQE,3,gcc-vg,,OK,OK,40,0,5,1,0,1,0,0,0,0
